Gender,Age,CreditScore,MonthlyIncome,Country,CampaignSchema ,No Order,Order
Female,60,600,7500,India,Instagram-ads,0.394,0.606
Female,60,600,7500,India,Twitter-ads,0.397,0.603
Female,60,600,7500,Italy,Billboard-QR code,0.372,0.628
Female,60,600,7500,Italy,E-mails,0.376,0.624
Female,60,600,7500,Italy,Facebook-ads,0.379,0.621
Female,60,600,7500,Italy,Google-ads,0.383,0.617
Female,60,600,7500,Italy,Instagram-ads,0.386,0.614
Female,60,600,7500,Italy,Twitter-ads,0.389,0.611
Female,60,600,7500,Japan,Billboard-QR code,0.365,0.635
Female,60,600,7500,Japan,E-mails,0.368,0.632
Female,60,600,7500,Japan,Facebook-ads,0.371,0.629
Female,60,600,7500,Japan,Google-ads,0.375,0.625
Female,60,600,7500,Japan,Instagram-ads,0.378,0.622
Female,60,600,7500,Japan,Twitter-ads,0.381,0.619
Female,60,600,7500,Spain,Billboard-QR code,0.357,0.643
Female,60,600,7500,Spain,E-mails,0.36,0.64
Female,60,600,7500,Spain,Facebook-ads,0.363,0.637
Female,60,600,7500,Spain,Google-ads,0.367,0.633
Female,60,600,7500,Spain,Instagram-ads,0.37,0.63
Female,60,600,7500,Spain,Twitter-ads,0.373,0.627
Female,60,600,7500,UK,Billboard-QR code,0.349,0.651
Female,60,600,7500,UK,E-mails,0.352,0.648
Female,60,600,7500,UK,Facebook-ads,0.355,0.645
Female,60,600,7500,UK,Google-ads,0.359,0.641
Female,60,600,7500,UK,Instagram-ads,0.362,0.638
Female,60,600,7500,UK,Twitter-ads,0.365,0.635
Female,60,600,7500,USA,Billboard-QR code,0.341,0.659
Female,60,600,7500,USA,E-mails,0.344,0.656
Female,60,600,7500,USA,Facebook-ads,0.348,0.652
Female,60,600,7500,USA,Google-ads,0.351,0.649
Female,60,600,7500,USA,Instagram-ads,0.354,0.646
Female,60,600,7500,USA,Twitter-ads,0.357,0.643
Female,60,640,3500,Australia,Billboard-QR code,0.454,0.546
Female,60,640,3500,Australia,E-mails,0.458,0.542
Female,60,640,3500,Australia,Facebook-ads,0.462,0.538
Female,60,640,3500,Australia,Google-ads,0.465,0.535
Female,60,640,3500,Australia,Instagram-ads,0.469,0.531
Female,60,640,3500,Australia,Twitter-ads,0.472,0.528
Female,60,640,3500,Canada,Billboard-QR code,0.446,0.554
Female,60,640,3500,Canada,E-mails,0.45,0.55
Female,60,640,3500,Canada,Facebook-ads,0.453,0.547
Female,60,640,3500,Canada,Google-ads,0.457,0.543
Female,60,640,3500,Canada,Instagram-ads,0.46,0.54
Female,60,640,3500,Canada,Twitter-ads,0.464,0.536
Female,60,640,3500,China,Billboard-QR code,0.438,0.562
Female,60,640,3500,China,E-mails,0.441,0.559
Female,60,640,3500,China,Facebook-ads,0.445,0.555
Female,60,640,3500,China,Google-ads,0.448,0.552
Female,60,640,3500,China,Instagram-ads,0.452,0.548
Female,60,640,3500,China,Twitter-ads,0.455,0.545
Female,60,640,3500,India,Billboard-QR code,0.429,0.571
Female,60,640,3500,India,E-mails,0.433,0.567
Female,60,640,3500,India,Facebook-ads,0.436,0.564
Female,60,640,3500,India,Google-ads,0.44,0.56
Female,60,640,3500,India,Instagram-ads,0.443,0.557
Female,60,640,3500,India,Twitter-ads,0.447,0.553
Female,60,640,3500,Italy,Billboard-QR code,0.421,0.579
Female,60,640,3500,Italy,E-mails,0.424,0.576
Female,60,640,3500,Italy,Facebook-ads,0.428,0.572
Female,60,640,3500,Italy,Google-ads,0.431,0.569
Female,60,640,3500,Italy,Instagram-ads,0.435,0.565
Female,60,640,3500,Italy,Twitter-ads,0.438,0.562
Female,60,640,3500,Japan,Billboard-QR code,0.413,0.587
Female,60,640,3500,Japan,E-mails,0.416,0.584
Female,60,640,3500,Japan,Facebook-ads,0.42,0.58
Female,60,640,3500,Japan,Google-ads,0.423,0.577
Female,60,640,3500,Japan,Instagram-ads,0.427,0.573
Female,60,640,3500,Japan,Twitter-ads,0.43,0.57
Female,60,640,3500,Spain,Billboard-QR code,0.404,0.596
Female,60,640,3500,Spain,E-mails,0.408,0.592
Female,60,640,3500,Spain,Facebook-ads,0.411,0.589
Female,60,640,3500,Spain,Google-ads,0.415,0.585
Female,60,640,3500,Spain,Instagram-ads,0.418,0.582
Female,60,640,3500,Spain,Twitter-ads,0.422,0.578
Female,60,640,3500,UK,Billboard-QR code,0.396,0.604
Female,60,640,3500,UK,E-mails,0.4,0.6
Female,60,640,3500,UK,Facebook-ads,0.403,0.597
Female,60,640,3500,UK,Google-ads,0.407,0.593
Female,60,640,3500,UK,Instagram-ads,0.41,0.59
Female,60,640,3500,UK,Twitter-ads,0.413,0.587
Female,60,640,3500,USA,Billboard-QR code,0.388,0.612
Female,60,640,3500,USA,E-mails,0.392,0.608
Female,60,640,3500,USA,Facebook-ads,0.395,0.605
Female,60,640,3500,USA,Google-ads,0.398,0.602
Female,60,640,3500,USA,Instagram-ads,0.402,0.598
Female,60,640,3500,USA,Twitter-ads,0.405,0.595
Female,60,640,4500,Australia,Billboard-QR code,0.436,0.564
Female,60,640,4500,Australia,E-mails,0.44,0.56
Female,60,640,4500,Australia,Facebook-ads,0.443,0.557
Female,60,640,4500,Australia,Google-ads,0.447,0.553
Female,60,640,4500,Australia,Instagram-ads,0.45,0.55
Female,60,640,4500,Australia,Twitter-ads,0.454,0.546
Female,60,640,4500,Canada,Billboard-QR code,0.428,0.572
Female,60,640,4500,Canada,E-mails,0.431,0.569
Female,60,640,4500,Canada,Facebook-ads,0.435,0.565
Female,60,640,4500,Canada,Google-ads,0.438,0.562
Female,60,640,4500,Canada,Instagram-ads,0.442,0.558
Female,60,640,4500,Canada,Twitter-ads,0.445,0.555
Female,60,640,4500,China,Billboard-QR code,0.42,0.58
Female,60,640,4500,China,E-mails,0.423,0.577
Female,60,640,4500,China,Facebook-ads,0.426,0.574
Female,60,640,4500,China,Google-ads,0.43,0.57
Female,60,640,4500,China,Instagram-ads,0.433,0.567
Female,60,640,4500,China,Twitter-ads,0.437,0.563
Female,60,640,4500,India,Billboard-QR code,0.411,0.589
Female,60,640,4500,India,E-mails,0.415,0.585
Female,60,640,4500,India,Facebook-ads,0.418,0.582
Female,60,640,4500,India,Google-ads,0.422,0.578
Female,60,640,4500,India,Instagram-ads,0.425,0.575
Female,60,640,4500,India,Twitter-ads,0.429,0.571
Female,60,640,4500,Italy,Billboard-QR code,0.403,0.597
Female,60,640,4500,Italy,E-mails,0.406,0.594
Female,60,640,4500,Italy,Facebook-ads,0.41,0.59
Female,60,640,4500,Italy,Google-ads,0.413,0.587
Female,60,640,4500,Italy,Instagram-ads,0.417,0.583
Female,60,640,4500,Italy,Twitter-ads,0.42,0.58
Female,60,640,4500,Japan,Billboard-QR code,0.395,0.605
Female,60,640,4500,Japan,E-mails,0.398,0.602
Female,60,640,4500,Japan,Facebook-ads,0.402,0.598
Female,60,640,4500,Japan,Google-ads,0.405,0.595
Female,60,640,4500,Japan,Instagram-ads,0.409,0.591
Female,60,640,4500,Japan,Twitter-ads,0.412,0.588
Female,60,640,4500,Spain,Billboard-QR code,0.387,0.613
Female,60,640,4500,Spain,E-mails,0.39,0.61
Female,60,640,4500,Spain,Facebook-ads,0.394,0.606
Female,60,640,4500,Spain,Google-ads,0.397,0.603
Female,60,640,4500,Spain,Instagram-ads,0.4,0.6
Female,60,640,4500,Spain,Twitter-ads,0.404,0.596
Female,60,640,4500,UK,Billboard-QR code,0.379,0.621
Female,60,640,4500,UK,E-mails,0.382,0.618
Female,60,640,4500,UK,Facebook-ads,0.385,0.615
Female,60,640,4500,UK,Google-ads,0.389,0.611
Female,60,640,4500,UK,Instagram-ads,0.392,0.608
Female,60,640,4500,UK,Twitter-ads,0.396,0.604
Female,60,640,4500,USA,Billboard-QR code,0.371,0.629
Female,60,640,4500,USA,E-mails,0.374,0.626
Female,60,640,4500,USA,Facebook-ads,0.377,0.623
Female,60,640,4500,USA,Google-ads,0.381,0.619
Female,60,640,4500,USA,Instagram-ads,0.384,0.616
Female,60,640,4500,USA,Twitter-ads,0.388,0.612
Female,60,640,5500,Australia,Billboard-QR code,0.418,0.582
Female,60,640,5500,Australia,E-mails,0.422,0.578
Female,60,640,5500,Australia,Facebook-ads,0.425,0.575
Female,60,640,5500,Australia,Google-ads,0.429,0.571
Female,60,640,5500,Australia,Instagram-ads,0.432,0.568
Female,60,640,5500,Australia,Twitter-ads,0.436,0.564
Female,60,640,5500,Canada,Billboard-QR code,0.41,0.59
Female,60,640,5500,Canada,E-mails,0.413,0.587
Female,60,640,5500,Canada,Facebook-ads,0.417,0.583
Female,60,640,5500,Canada,Google-ads,0.42,0.58
Female,60,640,5500,Canada,Instagram-ads,0.424,0.576
Female,60,640,5500,Canada,Twitter-ads,0.427,0.573
Female,60,640,5500,China,Billboard-QR code,0.402,0.598
Female,60,640,5500,China,E-mails,0.405,0.595
Female,60,640,5500,China,Facebook-ads,0.408,0.592
Female,60,640,5500,China,Google-ads,0.412,0.588
Female,60,640,5500,China,Instagram-ads,0.415,0.585
Female,60,640,5500,China,Twitter-ads,0.419,0.581
Female,60,640,5500,India,Billboard-QR code,0.393,0.607
Female,60,640,5500,India,E-mails,0.397,0.603
Female,60,640,5500,India,Facebook-ads,0.4,0.6
Female,60,640,5500,India,Google-ads,0.404,0.596
Female,60,640,5500,India,Instagram-ads,0.407,0.593
Female,60,640,5500,India,Twitter-ads,0.411,0.589
Female,60,640,5500,Italy,Billboard-QR code,0.385,0.615
Female,60,640,5500,Italy,E-mails,0.389,0.611
Female,60,640,5500,Italy,Facebook-ads,0.392,0.608
Female,60,640,5500,Italy,Google-ads,0.396,0.604
Female,60,640,5500,Italy,Instagram-ads,0.399,0.601
Female,60,640,5500,Italy,Twitter-ads,0.402,0.598
Female,60,640,5500,Japan,Billboard-QR code,0.377,0.623
Female,60,640,5500,Japan,E-mails,0.381,0.619
Female,60,640,5500,Japan,Facebook-ads,0.384,0.616
Female,60,640,5500,Japan,Google-ads,0.387,0.613
Female,60,640,5500,Japan,Instagram-ads,0.391,0.609
Female,60,640,5500,Japan,Twitter-ads,0.394,0.606
Female,60,640,5500,Spain,Billboard-QR code,0.369,0.631
Female,60,640,5500,Spain,E-mails,0.373,0.627
Female,60,640,5500,Spain,Facebook-ads,0.376,0.624
Female,60,640,5500,Spain,Google-ads,0.379,0.621
Female,60,640,5500,Spain,Instagram-ads,0.383,0.617
Female,60,640,5500,Spain,Twitter-ads,0.386,0.614
Female,60,640,5500,UK,Billboard-QR code,0.361,0.639
Female,60,640,5500,UK,E-mails,0.365,0.635
Female,60,640,5500,UK,Facebook-ads,0.368,0.632
Female,60,640,5500,UK,Google-ads,0.371,0.629
Female,60,640,5500,UK,Instagram-ads,0.375,0.625
Female,60,640,5500,UK,Twitter-ads,0.378,0.622
Female,60,640,5500,USA,Billboard-QR code,0.354,0.646
Female,60,640,5500,USA,E-mails,0.357,0.643
Female,60,640,5500,USA,Facebook-ads,0.36,0.64
Female,60,640,5500,USA,Google-ads,0.363,0.637
Female,60,640,5500,USA,Instagram-ads,0.367,0.633
Female,60,640,5500,USA,Twitter-ads,0.37,0.63
Female,60,640,6500,Australia,Billboard-QR code,0.4,0.6
Female,60,640,6500,Australia,E-mails,0.404,0.596
Female,60,640,6500,Australia,Facebook-ads,0.407,0.593
Female,60,640,6500,Australia,Google-ads,0.411,0.589
Female,60,640,6500,Australia,Instagram-ads,0.414,0.586
Female,60,640,6500,Australia,Twitter-ads,0.417,0.583
Female,60,640,6500,Canada,Billboard-QR code,0.392,0.608
Female,60,640,6500,Canada,E-mails,0.395,0.605
Female,60,640,6500,Canada,Facebook-ads,0.399,0.601
Female,60,640,6500,Canada,Google-ads,0.402,0.598
Female,60,640,6500,Canada,Instagram-ads,0.406,0.594
Female,60,640,6500,Canada,Twitter-ads,0.409,0.591
Female,60,640,6500,China,Billboard-QR code,0.384,0.616
Female,60,640,6500,China,E-mails,0.387,0.613
Female,60,640,6500,China,Facebook-ads,0.391,0.609
Female,60,640,6500,China,Google-ads,0.394,0.606
Female,60,640,6500,China,Instagram-ads,0.398,0.602
Female,60,640,6500,China,Twitter-ads,0.401,0.599
Female,60,640,6500,India,Billboard-QR code,0.376,0.624
Female,60,640,6500,India,E-mails,0.379,0.621
Female,60,640,6500,India,Facebook-ads,0.383,0.617
Female,60,640,6500,India,Google-ads,0.386,0.614
Female,60,640,6500,India,Instagram-ads,0.389,0.611
Female,60,640,6500,India,Twitter-ads,0.393,0.607
Female,60,640,6500,Italy,Billboard-QR code,0.368,0.632
Female,60,640,6500,Italy,E-mails,0.371,0.629
Female,60,640,6500,Italy,Facebook-ads,0.375,0.625
Female,60,640,6500,Italy,Google-ads,0.378,0.622
Female,60,640,6500,Italy,Instagram-ads,0.381,0.619
Female,60,640,6500,Italy,Twitter-ads,0.385,0.615
Female,60,640,6500,Japan,Billboard-QR code,0.36,0.64
Female,60,640,6500,Japan,E-mails,0.363,0.637
Female,60,640,6500,Japan,Facebook-ads,0.367,0.633
Female,60,640,6500,Japan,Google-ads,0.37,0.63
Female,60,640,6500,Japan,Instagram-ads,0.373,0.627
Female,60,640,6500,Japan,Twitter-ads,0.377,0.623
Female,60,640,6500,Spain,Billboard-QR code,0.352,0.648
Female,60,640,6500,Spain,E-mails,0.356,0.644
Female,60,640,6500,Spain,Facebook-ads,0.359,0.641
Female,60,640,6500,Spain,Google-ads,0.362,0.638
Female,60,640,6500,Spain,Instagram-ads,0.365,0.635
Female,60,640,6500,Spain,Twitter-ads,0.369,0.631
Female,60,640,6500,UK,Billboard-QR code,0.345,0.655
Female,60,640,6500,UK,E-mails,0.348,0.652
Female,60,640,6500,UK,Facebook-ads,0.351,0.649
Female,60,640,6500,UK,Google-ads,0.354,0.646
Female,60,640,6500,UK,Instagram-ads,0.358,0.642
Female,60,640,6500,UK,Twitter-ads,0.361,0.639
Female,60,640,6500,USA,Billboard-QR code,0.337,0.663
Female,60,640,6500,USA,E-mails,0.34,0.66
Female,60,640,6500,USA,Facebook-ads,0.343,0.657
Female,60,640,6500,USA,Google-ads,0.347,0.653
Female,60,640,6500,USA,Instagram-ads,0.35,0.65
Female,60,640,6500,USA,Twitter-ads,0.353,0.647
Female,60,640,7500,Australia,Billboard-QR code,0.383,0.617
Female,60,640,7500,Australia,E-mails,0.386,0.614
Female,60,640,7500,Australia,Facebook-ads,0.389,0.611
Female,60,640,7500,Australia,Google-ads,0.393,0.607
Female,60,640,7500,Australia,Instagram-ads,0.396,0.604
Female,60,640,7500,Australia,Twitter-ads,0.4,0.6
Female,60,640,7500,Canada,Billboard-QR code,0.375,0.625
Female,60,640,7500,Canada,E-mails,0.378,0.622
Female,60,640,7500,Canada,Facebook-ads,0.381,0.619
Female,60,640,7500,Canada,Google-ads,0.385,0.615
Female,60,640,7500,Canada,Instagram-ads,0.388,0.612
Female,60,640,7500,Canada,Twitter-ads,0.391,0.609
Female,60,640,7500,China,Billboard-QR code,0.367,0.633
Female,60,640,7500,China,E-mails,0.37,0.63
Female,60,640,7500,China,Facebook-ads,0.373,0.627
Female,60,640,7500,China,Google-ads,0.377,0.623
Female,60,640,7500,China,Instagram-ads,0.38,0.62
Female,60,640,7500,China,Twitter-ads,0.383,0.617
Female,60,640,7500,India,Billboard-QR code,0.359,0.641
Female,60,640,7500,India,E-mails,0.362,0.638
Female,60,640,7500,India,Facebook-ads,0.365,0.635
Female,60,640,7500,India,Google-ads,0.369,0.631
Female,60,640,7500,India,Instagram-ads,0.372,0.628
Female,60,640,7500,India,Twitter-ads,0.375,0.625
Female,60,640,7500,Italy,Billboard-QR code,0.351,0.649
Female,60,640,7500,Italy,E-mails,0.354,0.646
Female,60,640,7500,Italy,Facebook-ads,0.357,0.643
Female,60,640,7500,Italy,Google-ads,0.361,0.639
Female,60,640,7500,Italy,Instagram-ads,0.364,0.636
Female,60,640,7500,Italy,Twitter-ads,0.367,0.633
Female,60,640,7500,Japan,Billboard-QR code,0.343,0.657
Female,60,640,7500,Japan,E-mails,0.346,0.654
Female,60,640,7500,Japan,Facebook-ads,0.35,0.65
Female,60,640,7500,Japan,Google-ads,0.353,0.647
Female,60,640,7500,Japan,Instagram-ads,0.356,0.644
Female,60,640,7500,Japan,Twitter-ads,0.36,0.64
Female,60,640,7500,Spain,Billboard-QR code,0.336,0.664
Female,60,640,7500,Spain,E-mails,0.339,0.661
Female,60,640,7500,Spain,Facebook-ads,0.342,0.658
Female,60,640,7500,Spain,Google-ads,0.345,0.655
Female,60,640,7500,Spain,Instagram-ads,0.348,0.652
Female,60,640,7500,Spain,Twitter-ads,0.352,0.648
Female,60,640,7500,UK,Billboard-QR code,0.328,0.672
Female,60,640,7500,UK,E-mails,0.331,0.669
Female,60,640,7500,UK,Facebook-ads,0.334,0.666
Female,60,640,7500,UK,Google-ads,0.338,0.662
Female,60,640,7500,UK,Instagram-ads,0.341,0.659
Female,60,640,7500,UK,Twitter-ads,0.344,0.656
Female,60,640,7500,USA,Billboard-QR code,0.321,0.679
Female,60,640,7500,USA,E-mails,0.324,0.676
Female,60,640,7500,USA,Facebook-ads,0.327,0.673
Female,60,640,7500,USA,Google-ads,0.33,0.67
Female,60,640,7500,USA,Instagram-ads,0.333,0.667
Female,60,640,7500,USA,Twitter-ads,0.336,0.664
Female,60,680,3500,Australia,Billboard-QR code,0.431,0.569
Female,60,680,3500,Australia,E-mails,0.435,0.565
Female,60,680,3500,Australia,Facebook-ads,0.438,0.562
Female,60,680,3500,Australia,Google-ads,0.442,0.558
Female,60,680,3500,Australia,Instagram-ads,0.446,0.554
Female,60,680,3500,Australia,Twitter-ads,0.449,0.551
Female,60,680,3500,Canada,Billboard-QR code,0.423,0.577
Female,60,680,3500,Canada,E-mails,0.427,0.573
Female,60,680,3500,Canada,Facebook-ads,0.43,0.57
Female,60,680,3500,Canada,Google-ads,0.434,0.566
Female,60,680,3500,Canada,Instagram-ads,0.437,0.563
Female,60,680,3500,Canada,Twitter-ads,0.441,0.559
Female,60,680,3500,China,Billboard-QR code,0.415,0.585
Female,60,680,3500,China,E-mails,0.418,0.582
Female,60,680,3500,China,Facebook-ads,0.422,0.578
Female,60,680,3500,China,Google-ads,0.425,0.575
Female,60,680,3500,China,Instagram-ads,0.429,0.571
Female,60,680,3500,China,Twitter-ads,0.432,0.568
Female,60,680,3500,India,Billboard-QR code,0.407,0.593
Female,60,680,3500,India,E-mails,0.41,0.59
Female,60,680,3500,India,Facebook-ads,0.414,0.586
Female,60,680,3500,India,Google-ads,0.417,0.583
Female,60,680,3500,India,Instagram-ads,0.42,0.58
Female,60,680,3500,India,Twitter-ads,0.424,0.576
Female,60,680,3500,Italy,Billboard-QR code,0.398,0.602
Female,60,680,3500,Italy,E-mails,0.402,0.598
Female,60,680,3500,Italy,Facebook-ads,0.405,0.595
Female,60,680,3500,Italy,Google-ads,0.409,0.591
Female,60,680,3500,Italy,Instagram-ads,0.412,0.588
Female,60,680,3500,Italy,Twitter-ads,0.416,0.584
Female,60,680,3500,Japan,Billboard-QR code,0.39,0.61
Female,60,680,3500,Japan,E-mails,0.394,0.606
Female,60,680,3500,Japan,Facebook-ads,0.397,0.603
Female,60,680,3500,Japan,Google-ads,0.401,0.599
Female,60,680,3500,Japan,Instagram-ads,0.404,0.596
Female,60,680,3500,Japan,Twitter-ads,0.407,0.593
Female,60,680,3500,Spain,Billboard-QR code,0.382,0.618
Female,60,680,3500,Spain,E-mails,0.386,0.614
Female,60,680,3500,Spain,Facebook-ads,0.389,0.611
Female,60,680,3500,Spain,Google-ads,0.392,0.608
Female,60,680,3500,Spain,Instagram-ads,0.396,0.604
Female,60,680,3500,Spain,Twitter-ads,0.399,0.601
Female,60,680,3500,UK,Billboard-QR code,0.374,0.626
Female,60,680,3500,UK,E-mails,0.378,0.622
Female,60,680,3500,UK,Facebook-ads,0.381,0.619
Female,60,680,3500,UK,Google-ads,0.384,0.616
Female,60,680,3500,UK,Instagram-ads,0.388,0.612
Female,60,680,3500,UK,Twitter-ads,0.391,0.609
Female,60,680,3500,USA,Billboard-QR code,0.366,0.634
Female,60,680,3500,USA,E-mails,0.37,0.63
Female,60,680,3500,USA,Facebook-ads,0.373,0.627
Female,60,680,3500,USA,Google-ads,0.376,0.624
Female,60,680,3500,USA,Instagram-ads,0.38,0.62
Female,60,680,3500,USA,Twitter-ads,0.383,0.617
Female,60,680,4500,Australia,Billboard-QR code,0.413,0.587
Female,60,680,4500,Australia,E-mails,0.417,0.583
Female,60,680,4500,Australia,Facebook-ads,0.42,0.58
Female,60,680,4500,Australia,Google-ads,0.424,0.576
Female,60,680,4500,Australia,Instagram-ads,0.427,0.573
Female,60,680,4500,Australia,Twitter-ads,0.431,0.569
Female,60,680,4500,Canada,Billboard-QR code,0.405,0.595
Female,60,680,4500,Canada,E-mails,0.409,0.591
Female,60,680,4500,Canada,Facebook-ads,0.412,0.588
Female,60,680,4500,Canada,Google-ads,0.416,0.584
Female,60,680,4500,Canada,Instagram-ads,0.419,0.581
Female,60,680,4500,Canada,Twitter-ads,0.423,0.577
Female,60,680,4500,China,Billboard-QR code,0.397,0.603
Female,60,680,4500,China,E-mails,0.4,0.6
Female,60,680,4500,China,Facebook-ads,0.404,0.596
Female,60,680,4500,China,Google-ads,0.407,0.593
Female,60,680,4500,China,Instagram-ads,0.411,0.589
Female,60,680,4500,China,Twitter-ads,0.414,0.586
Female,60,680,4500,India,Billboard-QR code,0.389,0.611
Female,60,680,4500,India,E-mails,0.392,0.608
Female,60,680,4500,India,Facebook-ads,0.396,0.604
Female,60,680,4500,India,Google-ads,0.399,0.601
Female,60,680,4500,India,Instagram-ads,0.403,0.597
Female,60,680,4500,India,Twitter-ads,0.406,0.594
Female,60,680,4500,Italy,Billboard-QR code,0.381,0.619
Female,60,680,4500,Italy,E-mails,0.384,0.616
Female,60,680,4500,Italy,Facebook-ads,0.388,0.612
Female,60,680,4500,Italy,Google-ads,0.391,0.609
Female,60,680,4500,Italy,Instagram-ads,0.394,0.606
Female,60,680,4500,Italy,Twitter-ads,0.398,0.602
Female,60,680,4500,Japan,Billboard-QR code,0.373,0.627
Female,60,680,4500,Japan,E-mails,0.376,0.624
Female,60,680,4500,Japan,Facebook-ads,0.38,0.62
Female,60,680,4500,Japan,Google-ads,0.383,0.617
Female,60,680,4500,Japan,Instagram-ads,0.386,0.614
Female,60,680,4500,Japan,Twitter-ads,0.39,0.61
Female,60,680,4500,Spain,Billboard-QR code,0.365,0.635
Female,60,680,4500,Spain,E-mails,0.368,0.632
Female,60,680,4500,Spain,Facebook-ads,0.372,0.628
Female,60,680,4500,Spain,Google-ads,0.375,0.625
Female,60,680,4500,Spain,Instagram-ads,0.378,0.622
Female,60,680,4500,Spain,Twitter-ads,0.382,0.618
Female,60,680,4500,UK,Billboard-QR code,0.357,0.643
Female,60,680,4500,UK,E-mails,0.36,0.64
Female,60,680,4500,UK,Facebook-ads,0.364,0.636
Female,60,680,4500,UK,Google-ads,0.367,0.633
Female,60,680,4500,UK,Instagram-ads,0.37,0.63
Female,60,680,4500,UK,Twitter-ads,0.374,0.626
Female,60,680,4500,USA,Billboard-QR code,0.349,0.651
Female,60,680,4500,USA,E-mails,0.353,0.647
Female,60,680,4500,USA,Facebook-ads,0.356,0.644
Female,60,680,4500,USA,Google-ads,0.359,0.641
Female,60,680,4500,USA,Instagram-ads,0.362,0.638
Female,60,680,4500,USA,Twitter-ads,0.366,0.634
Female,60,680,5500,Australia,Billboard-QR code,0.396,0.604
Female,60,680,5500,Australia,E-mails,0.399,0.601
Female,60,680,5500,Australia,Facebook-ads,0.402,0.598
Female,60,680,5500,Australia,Google-ads,0.406,0.594
Female,60,680,5500,Australia,Instagram-ads,0.409,0.591
Female,60,680,5500,Australia,Twitter-ads,0.413,0.587
Female,60,680,5500,Canada,Billboard-QR code,0.387,0.613
Female,60,680,5500,Canada,E-mails,0.391,0.609
Female,60,680,5500,Canada,Facebook-ads,0.394,0.606
Female,60,680,5500,Canada,Google-ads,0.398,0.602
Female,60,680,5500,Canada,Instagram-ads,0.401,0.599
Female,60,680,5500,Canada,Twitter-ads,0.405,0.595
Female,60,680,5500,China,Billboard-QR code,0.379,0.621
Female,60,680,5500,China,E-mails,0.383,0.617
Female,60,680,5500,China,Facebook-ads,0.386,0.614
Female,60,680,5500,China,Google-ads,0.39,0.61
Female,60,680,5500,China,Instagram-ads,0.393,0.607
Female,60,680,5500,China,Twitter-ads,0.396,0.604
Female,60,680,5500,India,Billboard-QR code,0.371,0.629
Female,60,680,5500,India,E-mails,0.375,0.625
Female,60,680,5500,India,Facebook-ads,0.378,0.622
Female,60,680,5500,India,Google-ads,0.382,0.618
Female,60,680,5500,India,Instagram-ads,0.385,0.615
Female,60,680,5500,India,Twitter-ads,0.388,0.612
Female,60,680,5500,Italy,Billboard-QR code,0.364,0.636
Female,60,680,5500,Italy,E-mails,0.367,0.633
Female,60,680,5500,Italy,Facebook-ads,0.37,0.63
Female,60,680,5500,Italy,Google-ads,0.374,0.626
Female,60,680,5500,Italy,Instagram-ads,0.377,0.623
Female,60,680,5500,Italy,Twitter-ads,0.38,0.62
Female,60,680,5500,Japan,Billboard-QR code,0.356,0.644
Female,60,680,5500,Japan,E-mails,0.359,0.641
Female,60,680,5500,Japan,Facebook-ads,0.362,0.638
Female,60,680,5500,Japan,Google-ads,0.366,0.634
Female,60,680,5500,Japan,Instagram-ads,0.369,0.631
Female,60,680,5500,Japan,Twitter-ads,0.372,0.628
Female,60,680,5500,Spain,Billboard-QR code,0.348,0.652
Female,60,680,5500,Spain,E-mails,0.351,0.649
Female,60,680,5500,Spain,Facebook-ads,0.354,0.646
Female,60,680,5500,Spain,Google-ads,0.358,0.642
Female,60,680,5500,Spain,Instagram-ads,0.361,0.639
Female,60,680,5500,Spain,Twitter-ads,0.364,0.636
Female,60,680,5500,UK,Billboard-QR code,0.34,0.66
Female,60,680,5500,UK,E-mails,0.343,0.657
Female,60,680,5500,UK,Facebook-ads,0.347,0.653
Female,60,680,5500,UK,Google-ads,0.35,0.65
Female,60,680,5500,UK,Instagram-ads,0.353,0.647
Female,60,680,5500,UK,Twitter-ads,0.356,0.644
Female,60,680,5500,USA,Billboard-QR code,0.333,0.667
Female,60,680,5500,USA,E-mails,0.336,0.664
Female,60,680,5500,USA,Facebook-ads,0.339,0.661
Female,60,680,5500,USA,Google-ads,0.342,0.658
Female,60,680,5500,USA,Instagram-ads,0.345,0.655
Female,60,680,5500,USA,Twitter-ads,0.349,0.651
Female,60,680,6500,Australia,Billboard-QR code,0.378,0.622
Female,60,680,6500,Australia,E-mails,0.381,0.619
Female,60,680,6500,Australia,Facebook-ads,0.385,0.615
Female,60,680,6500,Australia,Google-ads,0.388,0.612
Female,60,680,6500,Australia,Instagram-ads,0.392,0.608
Female,60,680,6500,Australia,Twitter-ads,0.395,0.605
Female,60,680,6500,Canada,Billboard-QR code,0.37,0.63
Female,60,680,6500,Canada,E-mails,0.373,0.627
Female,60,680,6500,Canada,Facebook-ads,0.377,0.623
Female,60,680,6500,Canada,Google-ads,0.38,0.62
Female,60,680,6500,Canada,Instagram-ads,0.384,0.616
Female,60,680,6500,Canada,Twitter-ads,0.387,0.613
Female,60,680,6500,China,Billboard-QR code,0.362,0.638
Female,60,680,6500,China,E-mails,0.365,0.635
Female,60,680,6500,China,Facebook-ads,0.369,0.631
Female,60,680,6500,China,Google-ads,0.372,0.628
Female,60,680,6500,China,Instagram-ads,0.375,0.625
Female,60,680,6500,China,Twitter-ads,0.379,0.621
Female,60,680,6500,India,Billboard-QR code,0.354,0.646
Female,60,680,6500,India,E-mails,0.358,0.642
Female,60,680,6500,India,Facebook-ads,0.361,0.639
Female,60,680,6500,India,Google-ads,0.364,0.636
